DATE,elec,copper,NGas,stock,Tbill
12/15/2017,24.5,3.11,2.612,53.049999,116.55
12/18/2017,25.29,3.122,2.745,52.5,116.52
12/19/2017,35.19,3.127,2.692,52.049999,116.29
12/20/2017,33.46,3.171,2.637,51.119999,116.21
12/21/2017,25.83,3.195,2.598,44.5,116.18
12/22/2017,29.16,3.215,2.667,44.57,116.14
12/26/2017,27.08,3.256,2.643,44.450001,115.93
12/27/2017,24.08,3.257,2.738,44.68,116.1
12/28/2017,21.74,3.286,2.914,44.810001,116.3
12/29/2017,30.92,3.28,2.953,44.830002,116.37
3/1/2018,31.15,3.099,2.698,41.259998,114.59
5/1/2018,24.36,3.015,2.802,46.27,113.35
10/1/2018,20.51,2.788,3.094,45.869999,112.45
11/1/2018,21.25,2.721,3.237,47.18,112.48
1/16/2018,22.25,3.199,3.129,44.02,115.5
1/17/2018,20.66,3.167,3.232,44.200001,115.31
1/18/2018,20.26,3.177,3.189,44.5,115.27
1/19/2018,21.74,3.167,3.185,44.389999,115.15
1/22/2018,23.65,3.178,3.224,43.939999,115.04
1/23/2018,21.84,3.09,3.444,43.84,115.23
1/24/2018,21.36,3.208,3.509,43.68,115.12
1/25/2018,19.39,3.199,3.447,43.490002,115.21
1/26/2018,20.18,3.183,3.505,43.540001,114.97
1/29/2018,16,3.178,3.631,42.98,114.88
1/30/2018,20.38,3.177,3.195,41.98,114.84
1/31/2018,20.23,3.184,2.995,42.43,114.71
1/2/2018,8.03,3.256,3.056,44.490002,115.98
2/2/2018,12.27,3.176,2.846,41.439999,114.41
5/2/2018,15.27,3.047,2.754,45.869999,113.44
7/2/2018,10.46,2.932,2.862,43.740002,113.51
8/2/2018,17.46,2.76,2.816,42.310001,113.12
2/13/2018,19.81,3.155,2.594,39.830002,114.64
2/14/2018,20.1,3.228,2.587,39.080002,114.2
2/15/2018,10.6,3.239,2.58,39.959999,114.22
2/16/2018,35.35,3.243,2.558,40.400002,114.3
2/20/2018,37.96,3.186,2.616,40.009998,114.21
2/21/2018,49.34,3.212,2.659,39.790001,114.09
2/22/2018,22.59,3.237,2.634,40.09,114.22
2/23/2018,25.21,3.208,2.625,41.139999,114.38
2/26/2018,22.21,3.196,2.639,41.060001,114.44
2/27/2018,25.6,3.158,2.683,40.23,114.15
2/28/2018,24.74,3.107,2.667,41.09,114.23
1/3/2018,20.94,3.237,3.008,43.77,115.98
5/3/2018,31.06,3.059,2.726,44.369999,113.53
7/3/2018,20.77,2.906,2.87,43.970001,113.62
8/3/2018,17.92,2.785,2.853,42.959999,113.3
12/3/2018,20.11,2.809,4.339,27.110001,112.99
3/13/2018,18.2,3.119,2.786,45.099998,114.38
3/14/2018,23.02,3.14,2.731,44.169998,114.47
3/15/2018,20.73,3.111,2.681,44.169998,114.42
3/16/2018,22.57,3.093,2.688,45.080002,114.31
3/19/2018,22.29,3.07,2.651,44.48,114.32
3/20/2018,20.22,3.026,2.675,43.450001,114.16
3/21/2018,17.01,3.049,2.638,42.959999,114.11
3/22/2018,19.09,3.012,2.617,44.130001,114.4
3/23/2018,19.14,2.985,2.591,43.080002,114.5
3/26/2018,14.56,2.961,2.618,42.869999,114.38
3/27/2018,15.97,2.991,2.691,43.939999,114.67
3/28/2018,16.14,2.994,2.698,43.240002,114.63
3/29/2018,15.48,3.019,2.733,43.93,114.73
4/4/2018,24.77,3.007,2.718,43.459999,114.3
5/4/2018,14.37,3.066,2.711,44.880001,113.52
6/4/2018,23.03,3.127,2.93,42,113.58
9/4/2018,16.67,2.602,2.823,47.009998,113.45
10/4/2018,22.32,2.777,3.165,46.990002,112.02
12/4/2018,17.03,2.759,4.457,26.75,113.12
4/13/2018,17.15,3.067,2.735,45.34,113.96
4/16/2018,14.43,3.091,2.752,45.59,113.95
4/17/2018,25.24,3.075,2.738,46.799999,113.97
4/18/2018,22.78,3.154,2.739,46.450001,113.72
4/19/2018,10.44,3.128,2.66,46.5,113.59
4/20/2018,21.09,3.131,2.739,45.73,113.45
4/23/2018,20.95,3.108,2.74,45.57,113.34
4/24/2018,23.56,3.139,2.781,46.299999,113.39
4/25/2018,21.88,3.132,2.786,46.34,113.3
4/26/2018,4.5,3.113,2.821,46.290001,113.38
4/27/2018,14.23,3.046,2.771,46.630001,113.45
4/30/2018,17.47,3.053,2.763,46.099998,113.51
1/5/2018,22.29,3.207,2.795,44.290001,115.8
2/5/2018,16.94,3.211,2.747,40.299999,114.79
3/5/2018,12.72,3.106,2.704,41.950001,114.31
4/5/2018,18.28,3.07,2.675,44.029999,114.14
7/5/2018,17.46,2.814,2.837,44.18,113.55
9/5/2018,7.58,2.61,2.795,47,113.48
10/5/2018,12.56,2.763,3.143,47.950001,111.95
11/5/2018,20.45,2.756,3.567,48.709999,112.2
5/14/2018,17.21,3.079,2.842,43.23,113.24
5/15/2018,10.51,3.042,2.836,42.950001,112.91
5/16/2018,8.29,3.058,2.815,42.580002,112.88
5/17/2018,6.97,3.077,2.859,42.220001,112.9
5/18/2018,11.76,3.051,2.847,42.779999,113.08
5/21/2018,17.16,3.086,2.81,43.209999,113.06
5/22/2018,18.28,3.119,2.908,43.630001,113.07
5/25/2018,10.78,3.067,2.939,44.66,113.69
5/29/2018,14.55,3.052,2.875,42.34,114.58
5/30/2018,6.49,3.059,2.885,43.09,114.1
5/31/2018,5.32,3.058,2.952,43.330002,114.11
4/6/2018,14.98,3.054,2.701,43.970001,114.39
6/6/2018,16.72,3.255,2.896,41.150002,113.47
7/6/2018,13.93,2.813,2.858,45.029999,113.64
8/6/2018,19.58,2.752,2.86,44.580002,113.34
11/6/2018,23.99,2.732,3.555,48.580002,112.09
12/6/2018,17.94,2.743,4.327,26.030001,113.38
6/13/2018,23.28,3.248,2.963,39.380001,113.34
6/14/2018,21.73,3.216,2.965,39.889999,113.45
6/15/2018,25.26,3.141,3.022,40.200001,113.52
6/18/2018,25.21,3.103,2.951,39.790001,113.52
6/19/2018,26.55,3.046,2.9,39.889999,113.67
6/20/2018,17.33,3.046,2.964,40,113.55
6/21/2018,14.91,3.025,2.975,40.529999,113.7
6/22/2018,13.01,3.033,2.945,42.919998,113.68
6/25/2018,17.36,2.992,2.923,42.290001,113.82
6/26/2018,15.65,2.997,2.939,42.619999,113.81
6/27/2018,9.78,2.99,2.996,42.470001,114.04
6/28/2018,10.13,2.954,2.94,42.709999,113.93
6/29/2018,16.59,2.951,2.924,42.560001,113.95
2/7/2018,26.03,3.076,2.702,39.48,114.57
3/7/2018,42.81,3.114,2.777,41.119999,114.28
5/7/2018,29.95,3.059,2.741,44.619999,113.52
6/7/2018,26.6,3.268,2.93,41.669998,113.62
9/7/2018,25.94,2.623,2.776,45.779999,113.23
11/7/2018,50,2.755,3.555,48.799999,112.04
12/7/2018,37.9,2.76,4.488,25.790001,113.65
7/13/2018,54.42,2.77,2.752,43.27,113.63
7/16/2018,39.63,2.757,2.759,43.040001,113.51
7/17/2018,31.43,2.74,2.74,42.57,113.47
7/18/2018,30.18,2.752,2.721,42.139999,113.45
7/19/2018,40.31,2.686,2.769,42.259998,113.59
7/20/2018,197.94,2.746,2.757,41.439999,113.48
7/23/2018,217.94,2.737,2.721,41.529999,113.18
7/24/2018,214.62,2.8,2.732,42.490002,113.22
7/25/2018,194.83,2.806,2.775,42.990002,113.25
7/26/2018,87.05,2.804,2.78,44.700001,113.08
7/27/2018,105.7,2.788,2.822,43.48,113.12
7/30/2018,93.35,2.779,2.797,43.220001,113.12
7/31/2018,75.51,2.819,2.782,43.080002,113.12
1/8/2018,62.84,3.201,2.835,45.23,115.79
2/8/2018,58.69,3.072,2.697,38.240002,114.55
3/8/2018,254.31,3.058,2.756,41.73,114.35
6/8/2018,300.52,3.293,2.89,41.450001,113.65
8/8/2018,131.15,2.771,2.949,44.09,113.19
10/8/2018,83.72,2.767,3.267,47.919998,112.02
8/13/2018,85.84,2.752,2.93,42.790001,113.62
8/14/2018,64.1,2.704,2.959,42.84,113.53
8/15/2018,48.29,2.582,2.94,43.470001,113.72
8/16/2018,35.79,2.635,2.908,44.790001,113.6
8/17/2018,49.29,2.647,2.946,45.25,113.59
8/20/2018,45.87,2.686,2.941,44.779999,113.82
8/21/2018,31.91,2.712,2.98,44.700001,113.7
8/22/2018,24.73,2.693,2.956,44.599998,113.8
8/23/2018,22.27,2.678,2.964,43.959999,113.75
8/24/2018,28.15,2.723,2.917,42.810001,113.7
8/27/2018,34.07,2.732,2.876,43.610001,113.61
8/28/2018,26.58,2.759,2.852,45.669998,113.48
8/29/2018,26.73,2.736,2.895,46.900002,113.41
8/30/2018,23.56,2.717,2.874,47.02,113.54
8/31/2018,32.76,2.671,2.916,46.18,113.12
4/9/2018,38.88,3.071,2.693,44.43,114.31
5/9/2018,35.67,3.039,2.737,42.59,113.27
7/9/2018,26.15,2.839,2.828,45.09,113.51
10/9/2018,25.12,2.807,3.266,48.549999,112.02
11/9/2018,27.05,2.684,3.719,39.919998,112.12
9/13/2018,28.25,2.683,2.817,46.52,113.04
9/14/2018,28.91,2.646,2.767,46.970001,112.9
9/17/2018,28.84,2.651,2.814,46.82,112.9
9/18/2018,27.54,2.731,2.933,47.200001,112.76
9/19/2018,27.01,2.729,2.908,46.709999,112.65
9/20/2018,28.04,2.74,2.976,46.919998,112.66
9/21/2018,28.26,2.857,2.977,46.790001,112.7
9/24/2018,28.18,2.836,3.038,46.279999,112.69
9/25/2018,31.57,2.824,3.082,45.84,112.59
9/26/2018,31.28,2.828,3.021,45.16,112.73
9/27/2018,26.18,2.783,3.056,45.27,112.72
9/28/2018,28.81,2.805,3.008,46.009998,112.83
1/10/2018,23.81,3.215,2.906,44.549999,115.62
4/10/2018,35.32,3.131,2.656,44.150002,114.21
5/10/2018,36.9,3.092,2.814,43.380001,113.28
8/10/2018,35.96,2.764,2.944,42.669998,113.7
9/10/2018,36.07,2.628,2.804,46.25,113.23
10/10/2018,108.03,2.78,3.284,47.650002,112.02
12/10/2018,37.42,2.72,4.545,25.889999,113.57
10/15/2018,61.14,2.788,3.242,47.84,112.21
10/16/2018,43.41,2.78,3.239,48.790001,112.23
10/17/2018,44.78,2.778,3.32,48.959999,112.12
10/18/2018,47.75,2.747,3.198,48.240002,112.2
10/19/2018,51.06,2.778,3.25,48.849998,112.06
10/22/2018,55.6,2.785,3.138,47.779999,112.09
10/23/2018,53.63,2.758,3.212,47.290001,112.27
10/24/2018,50.89,2.757,3.166,47.240002,112.48
10/25/2018,41.34,2.755,3.202,47.369999,112.42
10/26/2018,49.08,2.741,3.185,46.290001,112.76
10/29/2018,47.41,2.74,3.185,46.779999,112.7
10/30/2018,45.54,2.664,3.187,46.93,112.6
10/31/2018,35,2.659,3.261,46.810001,112.38
1/11/2018,20.42,3.213,3.084,43.880001,115.68
5/11/2018,33.54,3.095,2.806,43.32,113.29
6/11/2018,59.56,3.251,2.949,39.759998,113.53
7/11/2018,60.88,2.733,2.829,43.650002,113.55
9/11/2018,58.6,2.622,2.828,46.290001,113.03
11/13/2018,61.99,2.705,4.101,32.720001,112.38
11/14/2018,57.21,2.728,4.837,25.59,112.54
11/15/2018,66.02,2.763,4.038,17.74,112.58
11/16/2018,69.9,2.81,4.272,24.4,112.82
11/19/2018,69.72,2.807,4.7,23.26,112.95
11/20/2018,48.25,2.776,4.523,23.51,112.91
11/21/2018,60.93,2.808,4.451,24.299999,112.83
11/26/2018,50.02,2.773,4.248,25.120001,112.77
11/27/2018,60.64,2.726,4.262,26.969999,112.85
11/28/2018,63.39,2.813,4.715,27.459999,112.95
11/29/2018,67.15,2.789,4.646,26.76,112.95
11/30/2018,89.49,2.788,4.612,26.379999,112.98
3/12/2018,96.78,3.104,2.778,42.419998,114.34
4/12/2018,77.63,3.06,2.686,44.630001,113.98
6/12/2018,66.28,3.243,2.939,39.290001,113.5
7/12/2018,61.41,2.768,2.797,43.66,113.48
10/12/2018,49.06,2.8,3.161,47.27,112.32
11/12/2018,44.8,2.676,3.788,32.98,112.31
12/12/2018,47.09,2.77,4.136,26.389999,113.34
12/13/2018,46.39,2.767,4.124,26.51,113.38
12/14/2018,44.46,2.763,3.827,26.01,113.51
12/17/2018,34.68,2.755,3.528,24.440001,113.67
12/18/2018,34.83,2.664,3.838,23.02,113.84
12/19/2018,36.85,2.716,3.726,23.75,113.97
12/20/2018,35.69,2.696,3.583,23.85,113.85
12/21/2018,42.67,2.674,3.816,22.75,113.92
12/26/2018,42.74,2.7,3.543,23.33,114.03
12/27/2018,35.33,2.668,3.642,23.6,114.31
12/28/2018,39.05,2.682,3.303,23.889999,114.41
12/31/2018,37.96,2.631,2.94,23.75,114.61
